mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_batch_size,param_beta_1,param_beta_2,param_hidden_layer_sizes,param_max_iter,param_n_iter_no_change,param_solver,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.117441749572754,0.0171042589607343,0.0005110263824462,6.129908123597656e-06,relu,32,0.95,0.999,"(5, 7)",500,100,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.95, 'beta_2': 0.999, 'hidden_layer_sizes': (5, 7), 'max_iter': 500, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.9210526315789472,0.88,0.9333333333333332,0.8933333333333333,0.92,0.9095438596491228,0.0197146776131068,24
4.033992910385132,0.0192417477593798,0.0005367755889892,6.799905193319659e-06,relu,16,0.8,0.999,"(2, 10)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.8, 'beta_2': 0.999, 'hidden_layer_sizes': (2, 10), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.8552631578947368,0.9333333333333332,0.96,0.8933333333333333,0.8933333333333333,0.9070526315789472,0.0362013452253073,25
2.965552043914795,0.0475169652699844,0.0005120277404785,4.685637854209232e-06,relu,32,0.8,0.9,"(2, 6)",700,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.8, 'beta_2': 0.9, 'hidden_layer_sizes': (2, 6), 'max_iter': 700, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.868421052631579,0.9066666666666666,0.9466666666666668,0.9066666666666666,0.9066666666666666,0.9070175438596492,0.0247471671869655,26
2.9248682498931884,0.0132508996609582,0.0004980087280273,3.080678044359797e-06,relu,32,0.9,0.999,"(3, 5)",700,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.9, 'beta_2': 0.999, 'hidden_layer_sizes': (3, 5), 'max_iter': 700, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.868421052631579,0.88,0.96,0.92,0.9066666666666666,0.9070175438596492,0.032234902674683,26
4.597586679458618,0.17475381087409,0.0004748821258544,2.544604312082155e-05,relu,16,0.9,0.999,"(1, 7)",700,100,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.9, 'beta_2': 0.999, 'hidden_layer_sizes': (1, 7), 'max_iter': 700, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.8933333333333333,0.9466666666666668,0.9066666666666666,0.9066666666666666,0.9069824561403508,0.0219393382872268,28
2.0998554706573485,0.0301042752287679,0.0005072116851806,7.150331786719072e-06,relu,32,0.8,0.9,"(5, 3)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.8, 'beta_2': 0.9, 'hidden_layer_sizes': (5, 3), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.8933333333333333,0.96,0.9066666666666666,0.8933333333333333,0.9069824561403508,0.0276727123521678,28
5.427780532836914,0.0063749653850666,0.0004998683929443,4.343146338171273e-06,relu,16,0.9,0.9,"(4, 4)",700,100,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.9, 'beta_2': 0.9, 'hidden_layer_sizes': (4, 4), 'max_iter': 700, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.8933333333333333,0.9333333333333332,0.9066666666666666,0.92,0.9069824561403508,0.0184150031837943,28
3.0141790390014647,0.0118032641771912,0.0005262374877929,4.155328737074727e-06,relu,32,0.8,0.999,"(2, 6)",700,100,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.8, 'beta_2': 0.999, 'hidden_layer_sizes': (2, 6), 'max_iter': 700, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.8933333333333333,0.9466666666666668,0.9066666666666666,0.9066666666666666,0.9069824561403508,0.0219393382872268,28
2.143617534637451,0.0344372909797502,0.0005135059356689,1.136474120245479e-05,relu,32,0.8,0.95,"(5, 7)",500,100,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.8, 'beta_2': 0.95, 'hidden_layer_sizes': (5, 7), 'max_iter': 500, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.84,0.96,0.8933333333333333,0.96,0.9069824561403508,0.0467760754141264,28
3.922263383865357,0.0334162282865881,0.0005172729492187,7.929846384425126e-06,relu,16,0.95,0.9,"(3, 9)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.95, 'beta_2': 0.9, 'hidden_layer_sizes': (3, 9), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.88,0.96,0.8933333333333333,0.92,0.9069824561403508,0.0301330587751732,28
3.041861915588379,0.0647698777498797,0.0005201339721679,1.039198734066384e-05,relu,32,0.95,0.95,"(4, 8)",700,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.95, 'beta_2': 0.95, 'hidden_layer_sizes': (4, 8), 'max_iter': 700, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.881578947368421,0.88,0.9333333333333332,0.92,0.92,0.9069824561403508,0.0219393382872268,28
